nickName,cityName,score,content,startTime
～唧唧歪歪,珠海,5.0,不错 好看的,2018-12-07 18:44:49
崔小花,成都,4.5,海王巨帅，女王巨美。,2018-12-07 18:44:45
BJs110727886,南京,5.0,不错值得看！！,2018-12-07 18:44:45
SAg444690273,北京,3.5,终于看到一部不那么黑乎乎的3D电影了。剧情没有新意，特效还凑合。看到最后基德曼救公主那海岸，瀑布，以为去了侏罗纪公园呢😂,2018-12-07 18:44:44
xlm330255866,西安,5.0,不错，有寓意,2018-12-07 18:44:41
凌晨三点暴走四环,北京,5.0,华人导演又一力作，绝对能抗日神奇女侠之后DC的大旗！色彩美伦美幻特技应接不暇，情节设计只有华人才能知道出处………首先是董永与七仙女的爱情故事，之后就小蝌蚪找妈妈，再然后二郎神杨戬方天画戟劈山救母，故事以西游记里金角大王和银角大王的兄弟情深结束！看的真**过瘾！！！,2018-12-07 18:44:35
放空,长沙,5.0,温子仁导演请收下我这个小迷弟，看完后完全被震撼到了啊，特效音效代入感超强啊，高能剧本燃点更是一波接一波，本来是不看好海王这个超英的，因为他在正义联盟里的表现真是差强人意，看完后狠狠打脸啊，可以说温子仁成就了海王，海王奠定了仁的电影成就。我看的是杜比的，强烈建议看imax的啊，会更带感,2018-12-07 18:44:24
Tyderle.王,北京,4.5,女主惊艳！！！！,2018-12-07 18:44:23
龙魂迷,上海,5.0,真的太吊了,2018-12-07 18:44:23
Zrl丨D,郑州,5.0,温子仁是个怪才,2018-12-07 18:44:21
sue梦纾❄️,深圳,4.0,特效是很赞的，非常炫酷。尤其是进入主城的那一段，特效炸裂。但是剧情实在是很一般。最大的bug就是，拿了海王叉阻止了小老弟的战争，然后呢？让人类继续污染海洋？然后就泡妹过上高富帅的生涯了？其他细节剧情安排也不是很细腻，稍显遗憾。,2018-12-07 18:44:18
Sy_做快乐的男子ヽ,西安,4.0,很惊讶很不错,2018-12-07 18:44:16
LeBlancSnow,衢州,5.0,无敌好看啊！！,2018-12-07 18:44:12
糖醋里脊8923,沭阳,4.5,特技很炫酷！,2018-12-07 18:44:08
pdc524699235,赣州,5.0,爆炸，太震撼了,2018-12-07 18:44:06
CM,上海,3.5,特效做得很好，展现了很宏大的场景，但是剧情比较单薄，设定有点类似雷神了,2018-12-07 18:44:04
霸欲、天下,连云港,5.0,这部电影是我最见过的好看最精彩，非常喜欢。,2018-12-07 18:44:01
俊ger,重庆,5.0,剧情紧凑，全程无尿点,2018-12-07 18:44:00
小荃荃同学,武汉,4.5,导演才是灵魂！请忽略dc,2018-12-07 18:43:54
孤狼,上饶,5.0,非常的棒，值得一看！,2018-12-07 18:43:51
Zqd🙃,保定,5.0,"海王牛逼
666",2018-12-07 18:43:49
Ingfoyy,温州,4.5,湄拉公主很美了,2018-12-07 18:43:49
丑爺,深圳,5.0,太厉害了，温导牛逼,2018-12-07 18:43:46
下一站幸福,成都,5.0,画面唯美而震撼值得观赏,2018-12-07 18:43:37
眼神交流,南通,5.0,温子仁牛逼！,2018-12-07 18:43:34
Counterfeit money,邢台,4.0,dc这次的特效真的超级棒 超级英雄真的不再是漫威一家独大了,2018-12-07 18:43:32
武九i,阎良,5.0,年度最完美科幻电影,2018-12-07 18:43:32
bigfacecat,西安,5.0,dc最好的一部作品！,2018-12-07 18:43:25
杨杨杨杨羊羊杨,南京,4.0,睡了一觉醒来才精彩,2018-12-07 18:43:14
ma78,天津,5.0,作为漫威影迷，看完DC的这部海王真是太让人震撼，惊艳了。18年的《黑豹》和《蚁人2》让人赶到失望，《黑豹》的价值观表现太不正能量，《蚁人2》只为引出彩蛋而拍摄，只有到了《复联3》才让人惊艳。而这部海王堪比《复联3》，首先场景惊艳，宏大，构建了一个完整的世界观，其次剧情紧凑，全程无尿点，情感线和剧情线相互辉映~男友居然看流泪了😂。导演的拍摄功力，了解温子仁的都应该知道其水平之高，整部电影让我直接从漫威粉变成DC粉。最为漫威粉真的很期待明年的《复联4》，相信复联4一定也不会差，但是如果明年上映的《惊奇队长》无法让我惊艳的话，可能《复联4》将会成为所关注的最后一步漫威作品。希望漫威、DC一同进步。,2018-12-07 18:43:03
@望天,临沂,4.5,红头发和白头发的人，世界不过如此,2018-12-07 18:42:59
linkin帕克,衡阳,4.5,以我很感兴趣的亚特兰蒂斯为背景的电影，情节很严谨，特效也很赞，更重要的是，海王是我特别喜欢的华裔导演温子仁导的。,2018-12-07 18:42:59
阿蚩,天津,5.0,"这几年看过最好的特效爆米花电影!
马王超帅!  不!是海王!!银发母后真好看!
转场真的令人身心舒畅，剧本紧凑无催眠点。画面满分，全程特效爆点，武打也没硬伤。
不要被鸡毛的预告片误导，英雄片就理所当然拍的英雄主义鸭!
温导赛高，温导我永远爱你!!!
吹不出彩虹屁了!
不论演技还是场面剧本特招对比前期同海洋题材的巨齿鲨简直吊打
海鲜控预警，本片会有饥饿副作用",2018-12-07 18:42:55
不减肥20斤不换头像,石家庄,4.0,故事情节虽然一般，但不乏幽默元素，场面非常宏达，超过天煞和星球大战。值得看看,2018-12-07 18:42:55
齐步走,盐城,5.0,猛男  特效可以,2018-12-07 18:42:44
小段同学2017,临沂,5.0,吊炸天，好看好看,2018-12-07 18:42:43
炜,佛山,5.0,光看特效就很爽了！,2018-12-07 18:42:39
minjiang1014,重庆,5.0,我给满分，很不错,2018-12-07 18:42:32
安娜575,鞍山,5.0,好看 女主角颜值也比较高,2018-12-07 18:42:23
电影再烂都给十分,兴城,5.0,蛋黄的一批哈哈是的好几十年那首歌的,2018-12-07 18:42:12
小朵妃,沈阳,5.0,喜欢，没什么特殊的理由，就是单纯的喜欢。,2018-12-07 18:42:11
周尼玛,无锡,5.0,嘣！嘣！嘣！的就结束了，个男人是野的,2018-12-07 18:42:10
海绵粑粑,成都,5.0,卡丽熙，你的男人牛B!,2018-12-07 18:42:08
LHD786137212,成都,5.0,简单点说：牛逼！,2018-12-07 18:42:07
QJU372505472,成都,5.0,特效就值回票价了，厉害👍,2018-12-07 18:41:56
强颜欢笑.,天津,5.0,冲着导演来的没错😏 ,2018-12-07 18:41:54
陈风云97,南京,5.0,完美 完美 完美,2018-12-07 18:41:54
`Wey,绵阳,4.5,"年度TOP3,很震撼，安利，不容错过，转粉DC ",2018-12-07 18:41:39
.,贵阳,5.0,可能是我看过最好看的DC,2018-12-07 18:41:36
Dey954488243,玉溪,5.0,特效好，场面壮观,2018-12-07 18:41:24
洛丽塔lo,连云港,5.0,好看好看 电影看得很爽,2018-12-07 18:41:23
绮了个怪,无锡,4.0,镜头转来转去,2018-12-07 18:41:22
白云悠悠147,梧州,3.0,演员阵容和特技还是不错的,2018-12-07 18:41:16
摘星的雨人,重庆,2.5,开头还可以，但是后面完全就是主角光环了，站在那里，就赢了。。。。。,2018-12-07 18:41:11
Lee怼怼,十堰,5.0,好好看 值得看,2018-12-07 18:41:06
Por18001760123,深圳,5.0,虽然买了电影票但是没来得及看，还是给个满分，漫威的电影总是无端地喜欢,2018-12-07 18:41:05
老司机里的新贩子,大邑,5.0,还可以，比较好看,2018-12-07 18:41:00
zengjie19860620,上海,4.5,dc系列里较好的一部。,2018-12-07 18:40:58
盛唐君侯,锦州,5.0,特效爽的爆炸了,2018-12-07 18:40:49
近战爆击,武汉,5.0,三刷！！！温导真的是一战封神啊，请务必接下正联234……! Aquaman Sucks！,2018-12-07 18:40:49
Dream and future,西安,5.0,温子仁风格，音乐很带感，影片画面简直完美，观看的是4D影厅，超级好看，推荐喜欢看这类型的电影的哥们赶快去吧,2018-12-07 18:40:44
Dawran99,成都,5.0,电影院看过最好看的电影 没有之一,2018-12-07 18:40:43
EHO816394950,泉州,5.0,良心电影好看。,2018-12-07 18:40:42
唐尼Downey,北京,5.0,温子仁还是*，海王帅的一匹，全程花痴ԅ(¯㉨¯ԅ),2018-12-07 18:40:41
小启    18675911169,汕头,5.0,非常震撼，大家可以放心观看,2018-12-07 18:40:38
无聊,石家庄,5.0,"超级超级好看
画面劲爆刺激
",2018-12-07 18:40:35
静候落花殇丶,徐州,5.0,。。。。。。,2018-12-07 18:40:31
amO150873782,厦门,5.0,一点也不嫌电影时间长。,2018-12-07 18:40:19
啦啦',奉化,5.0,很棒的作品，值得一看,2018-12-07 18:40:15
Louis魔,重庆,4.0,不错 场面极其震撼,2018-12-07 18:39:40
ygM996578206,郑州,5.0,很不错，海底世界塑造的很漂亮，特别有想象力，打斗场景也很精彩，女主美爆了,2018-12-07 18:39:40
bCE600269135,深圳,5.0,好看，好看，好看,2018-12-07 18:39:38
今晚吃红烧肉吧啊,呼和浩特,5.0,完美海王刷炸了,2018-12-07 18:39:34
咸鱼🐝,成都,5.0,太好看了简直！！！！！！！,2018-12-07 18:39:31
中国人寿邹伟明,上海,5.0,支持华裔导演,2018-12-07 18:39:31
俄院最帅安德烈,呼伦贝尔,5.0,不错不错，超级英雄电影重来不让人失望！,2018-12-07 18:39:29
世界那么大sy,沈阳,5.0,好好好好好好,2018-12-07 18:39:29
会飞的傅雷,重庆,5.0,10分不解释  画面  音效  配乐  节奏  加上杜比影院的强力加持  实在是震撼地无话可说  不可理喻~♚,2018-12-07 18:39:25
duany998,苏州,5.0,剧情效果都是第一,2018-12-07 18:39:21
a13755150003,长沙,4.5,比毒液好看太多，你们懂得,2018-12-07 18:39:15
焦躁的蜗牛,武汉,3.5,不要饿肚子去看，看完想吃海鲜！而且还是超级大的大闸蟹、大龙虾、八爪鱼…,2018-12-07 18:39:04
Rinka130,珠海,5.0,太好看了。剧情很清晰，特效都很吸引眼球。,2018-12-07 18:39:04
Foshyi,东莞,4.5,海王也太帅了,2018-12-07 18:39:01
TK,昆明,4.0,没有吹的那么绝但是也不差，特效我很喜欢，最后两人决战的时候，奥尔姆落地那个背影我竟然觉得有些武侠气质。,2018-12-07 18:39:01
大柯,成都,5.0,超级好看dc迷表示很满意,2018-12-07 18:39:00
WSX,沈阳,5.0,背叛往往未必是坏事,2018-12-07 18:38:57
畅畅,鞍山,5.0,太好看了，画面太美了，很震撼，两个多小时的电影都没看够,2018-12-07 18:38:55
缈淼hanteqi,北京,5.0,画面整体来说节奏很爽～剧情上来说～和上一次的神奇女侠能联系在一起～特效是真的酷炫～帅～,2018-12-07 18:38:49
muzixiaoxiao5566,临沂,5.0,今年最好看的电影！效果太棒了！配上4D完美到大爆炸哈哈哈,2018-12-07 18:38:47
Mtu878543442,清远,5.0,海王！值得推荐！,2018-12-07 18:38:45
柏拉图式方程,沈阳,5.0,无敌转场，喜欢女主颜值，海王帅爆,2018-12-07 18:38:40
silen8577,孝感,5.0,"三个字。
*！炸！天！


果然温子仁。",2018-12-07 18:38:40
七,广州,5.0,期待海王很久了，特效满分,2018-12-07 18:38:37
糖12345,重庆,5.0,太喜欢了，要是真有这样一个世界就好了，喜欢那个打鼓的🐙。海王，对得起我的等待,2018-12-07 18:38:34
pkI479200235,济南,5.0,因为beautiful的特效，我给满分。还有金逸影城（印象济南）我也给满分。很棒,2018-12-07 18:38:32
lin35336408,深圳,5.0,特效炫酷，超好看,2018-12-07 18:38:25
Simon,上海,5.0,非常好看，66666,2018-12-07 18:38:25
A.此人刀法怪异,呼和浩特,5.0,简直不要太好看,2018-12-07 18:38:20
SummerSY1230,南京,5.0,温子仁出品必属精品,2018-12-07 18:38:20
trf160040429,平顶山,5.0,dc人均绿灯侠，单人solo无敌，过五既团灭,2018-12-07 18:38:06
儍苽138,杭州,5.0,好看超漫威几个街！,2018-12-07 18:38:06
🙄        -*,济宁,4.5,3D效果非常棒     ,2018-12-07 18:38:03
冷眸,通化,5.0,非常非常非常好看！,2018-12-07 18:38:02
ZRK549089955,沈阳,5.0,太好看了，近几年电影院看的最好看的一部电影了,2018-12-07 18:38:01
沧海一粟1999,北京,4.0,特意，特效很好，动作也不错！,2018-12-07 18:37:59
老男孩174,岳阳,4.0,不错，值得一看,2018-12-07 18:37:54
可爱又迷人的反派角色丶,武汉,4.5,"蛮不错的,.",2018-12-07 18:37:52
冷冻喵,珠海,5.0,"果然马王还是马王,man爆
帅气又骚气的甩发
当看着海王疯狂旋转着他的三叉戟的时候
我的脑子是:我看到孙悟空了😖
唯一不喜欢是海王那套衣服颜色
不过必须满分的
尤其提醒人类保护自然",2018-12-07 18:37:50
芝士改变命运！！,洛阳,5.0,海王帅爆，妮可还是最美，視覺效果無與倫比，爆讚溫子仁。要二刷三刷。,2018-12-07 18:37:42
kIa731582447,天津,4.5,这部电影说明了一个深刻的问题，学好一门外语是多么重要啊,2018-12-07 18:37:42
a13164742789,深圳,5.0,好嗨哦 看了这部电影人生已经达到了高潮,2018-12-07 18:37:42
有木,武汉,4.5,富贵的铠甲～,2018-12-07 18:37:40
魏长华weich,上海,5.0,比中国电影好很多,2018-12-07 18:37:35
KQm438743506,北京,5.0,非常震撼，好看,2018-12-07 18:37:29
bwQ833970662,重庆,5.0,好看 不看会后悔系列,2018-12-07 18:37:22
xm3930,乐清,4.5,下决心继续继续惊险刺激,2018-12-07 18:37:16
BSL590296877,苏州,4.5,比毒液好看，看惯了漫威，看看DC还是很新奇,2018-12-07 18:37:08
陳美麗🏵🏵🏵🏵,大连,5.0,片子很染很热血 个人英雄主义色彩浓厚,2018-12-07 18:37:05
hSs444239775,潍坊,5.0,有桖有肉的英雄片！,2018-12-07 18:36:55
ZRB615240521,绍兴,5.0,作为超英商业片来说很优秀。,2018-12-07 18:36:41
溪风丶,南阳,5.0,比前作《正义联盟》好看，各种特效，海洋世界的构造，能看出来导演绝对是用心了，海王的不羁演绎的太好，还有公主湄拉，简直是太美了，本人觉得她比神奇女侠戴安娜还要美上三分，还有那种对陆地傻傻的单纯，真的太喜欢啦，剧情非常紧凑，场景转换完美，那种两人组队探险的感觉特别棒，期待后续海王2的到来!!!,2018-12-07 18:36:33
jyH153750613,重庆,4.5,温子仁导了一部好片,2018-12-07 18:36:23
叶随风随,东莞,5.0,还有第二部吗，期待,2018-12-07 18:36:23
EverybodyKnows,杭州,5.0,太震撼了，当suckman不suck的时候才**是aquaman！,2018-12-07 18:36:13
前面,深圳,4.5,特技效果不错,2018-12-07 18:36:06
EverybodyKnows,杭州,5.0,太震撼了，当suckman不suck的时候才**是aquaman！,2018-12-07 18:36:13
前面,深圳,4.5,特技效果不错,2018-12-07 18:36:06
kimi923,抚州,5.0,这应该是除了诺兰的蝙蝠侠之外最好的DC电影，温导果然厉害,2018-12-07 18:35:58
_sina50515191035,西安,5.0,从特效到动作简直太棒了，但是和湄拉的爱情戏略显俗套,2018-12-07 18:35:58
y ㍿⁶⁶⁶,沈阳,4.5,冲着特效去的！挺不错！,2018-12-07 18:35:52
MIss陈壮,赣榆,5.0,电影很好看，电影院跟屎一样,2018-12-07 18:35:46
富含维她命,武汉,5.0,好看到爆炸，特效无敌，每一帧都好看。dc翻身片,2018-12-07 18:35:41
非人哉丶,郑州,5.0,不好看不火直播吃屎。,2018-12-07 18:35:32
刘奇辰🍊,湘潭,5.0,真好，海王自带海鲜味，瑂拉是真的美，剧情紧凑无尿点。,2018-12-07 18:35:30
kMJ398777248,贵阳,5.0,很震撼 超级好看,2018-12-07 18:35:28
草莓西红柿CC,天津,4.0,还没看，导演是中国人？？？,2018-12-07 18:35:24
sphhj,广州,5.0,大错 海底世界 海王最后一招温导应该是借鉴孙悟空的,2018-12-07 18:35:24
fGp43492028,武汉,4.5,画面很好。。剧情紧凑。。。我们的蛮王长大啦,2018-12-07 18:35:23
Miuminn,太原,5.0,好看好看 非常好看 ,2018-12-07 18:35:22
陈敬JC,北京,5.0,感觉剧情有点快啊，没看过瘾就完事儿了！哈哈哈！,2018-12-07 18:35:20
HEz424605395,上海,4.5,18年迄今为止应该是让我最震撼的电影了,2018-12-07 18:35:18
Ije550903701,杭州,5.0,吹爆!是真滴好看，特效特别惊艳，打戏很精彩!剧情也很流利，另外....亚瑟长得....很帅，迷上了，差点没以身相许。(｀ー´),2018-12-07 18:34:50
Ioz699728341,句容,5.0,好看，太精彩了!,2018-12-07 18:34:48
City Lights,成都,5.0,因为是海洋系 所以比看惯了的那些陆地星际大战有新奇感 场面不错 剧情就那样吧 里面的两位女主真的美爆了,2018-12-07 18:34:48
C-137,新乡,5.0,特效炸裂！海马王，哦不，海王帅呆了。,2018-12-07 18:34:32
OKkK,北京,5.0,满分，非常值得一看。,2018-12-07 18:34:32
G哼哼WJE,武汉,4.5,❤❤❤❤❤❤,2018-12-07 18:34:31
Joshua,南京,4.0,海王的身世、成长。,2018-12-07 18:34:23
XCR137765225,深圳,4.5,近期看的唯一超过神奇动物二的电影！情节曲折但紧凑，人物鲜明，结尾的镜头堪称完美！唯一的遗憾是：三D刺激度不够大！,2018-12-07 18:34:20
ZUR415483051,上海,5.0,温导演的片子还是值得一看的！,2018-12-07 18:34:19
yuJ675636983,杭州,5.0,太好看了！期待第二部,2018-12-07 18:34:17
张岚清,郑州,5.0,以为最后卢瑟会找上黑蝠鲼，可惜没有。哈哈！最初觉得如果超人出手，问题会很快解决，现在想自己种族的事还是自己解决好,2018-12-07 18:34:08
LongYinMa,石门,5.0,画面，剧情都很到位，难得dc好片。,2018-12-07 18:34:06
A如尘🤗,长沙,5.0,特效直逼阿凡达，今年特效最炸裂的影片👍 👍 👍 👍 ,2018-12-07 18:34:04
无功不受禄,重庆,1.5,我是看在温子仁导演拍的，才去看的，结果，算了不说了,2018-12-07 18:34:03
xQq298561247,合肥,5.0,视觉冲击很好👍,2018-12-07 18:34:00
晓丒,淮南,4.5,震撼人心，环环紧扣，不错，值得一看,2018-12-07 18:33:52
小喵喵酱大大,无锡,5.0,太棒了 必须满分！！！！,2018-12-07 18:33:47
天天春天,西安,4.5,美轮美奂天马行空的水下世界，打戏够劲爆，剧情略微有点套路，总体还是很棒，不要膨胀，所以不能打全满分，还是精品所以给九分,2018-12-07 18:33:47
sepstar,武汉,2.5,古有劈山救母，今有开海见母。,2018-12-07 18:33:39
带土917,无锡,5.0,很好看，非常推荐,2018-12-07 18:33:38
大闹天宫的泼🐒,武汉,3.0,还可以………,2018-12-07 18:33:38
火舞者Firedancer,大邑,5.0,真是太刺激了，还想看一遍，，就是彩蛋等太久了,2018-12-07 18:33:32
胖胖熊,天津,3.5,标准商业片，海中场景很漂亮，情节嘛～就那么回事，音乐很不错,2018-12-07 18:33:24
猫sir,上海,4.0,"海王的故事可以更长的，感觉上有点着急，不过也因此剧情很紧凑，非常好看
奥姆王的发际线真的感人[捂脸]黑蝠鲼的头真的好大[捂脸]
拿到三叉戟的海王回归原版制服，突然就换了风格😄😄😄
还有湄拉女神真的好看👻，可惜电影里被削弱了好多[皱眉]",2018-12-07 18:33:21
ruw271052163,天津,5.0,效果特效超一流,2018-12-07 18:33:19
ZtK672352005,襄阳,5.0,最精彩的电影！值得推荐！太棒了！,2018-12-07 18:33:10
Renegade6830,梧州,5.0,情节跌宕起伏完整 插叙非常漂亮 《海王》整个剧情与《黑豹》相近但甩《黑豹》几条街，（我真的是客观的漫威迷）特技炫炸了，史诗画风，科技感十足，人物动机充分，比最近的毒液更完美。海王牛逼！,2018-12-07 18:33:07
MFI939582474,锦州,5.0,太nb了 nbnbnb,2018-12-07 18:32:52
IsP974482759,涪陵,5.0,温子仁牛逼！奇幻瑰丽的海底世界，刺激生动的冒险史诗，男主一身铁打的肌肉，女主美得不可方物，年度最佳漫改，我TM吹爆！,2018-12-07 18:32:52
rxi363894478,西安,5.0,超好看超好看！,2018-12-07 18:32:51
jgO339017944,武汉,5.0,还可以 女主漂亮,2018-12-07 18:32:26
寒鸦归墟,哈尔滨,4.0,特效超好看！服装道具太难看，部分情节略尴尬,2018-12-07 18:31:55
wtq767676,北安市,5.0,太好看了比女侠好看,2018-12-07 18:31:46
正骨医生,大连,5.0,效果一流，但是媚拉和亚瑟啥时候产生的感情呢？,2018-12-07 18:31:39
暴肌,呼和浩特,5.0,天马行空的想象力，温导造诣深。,2018-12-07 18:31:36
sNh76087465,成都,5.0,太好看了，我的天，憋了我半个小时的尿，鼓捣等彩蛋完才去厕所,2018-12-07 18:31:28
麻豆太阳要掉肉肉,南京,5.0,年度最佳，牛逼。,2018-12-07 18:31:22
ULn577998055,新蔡,5.0,真的很好看，特效非常棒,2018-12-07 18:31:08
大表哥随意,上海,5.0,看完脑子里就只有一句话，不愧是温子仁。,2018-12-07 18:31:06
L.CYQ,长沙,0.5,适合喜欢看奥特曼的小孩看,2018-12-07 18:31:04
想让我低头👙 除非你跪下👄,天津,4.5,整体感觉就是特效超级棒，感觉自己置身海底一般，非常震撼，国外大片特效确实不错，不过我觉得国内影人在这方面也会越做越好，特效，剧情,2018-12-07 18:31:03
佛爷,盐城,5.0,太好看了，海王是我目前看过的最喜欢的DC大片,2018-12-07 18:30:48
mtw167125,廊坊,5.0,太好看了，好看的是女性魅力,2018-12-07 18:30:42
可爱双鱼喵,泉州,5.0,特效一级棒，不是我吹，晃得很爽！颜值不错，敲喜欢女主5555,2018-12-07 18:30:41
阿布,南京,5.0,非常棒 dc难得佳作 温子仁厉害,2018-12-07 18:30:36
ySk193830730,武汉,5.0,元素很多！！好看！！！,2018-12-07 18:30:25
Yaosssss,深圳,4.5,太酷了，好看好看！,2018-12-07 18:30:24
Seanerry,南京,5.0,超级无敌爆炸螺旋好看！！！,2018-12-07 18:30:23
wPL809956636,广元,5.0,吊炸天的特效，震撼啊,2018-12-07 18:30:16
xiwendy,广州,5.0,该死的海王竟如此的好看，好看得我都哭了，不得不佩服鬼才温子仁导演，镜头调度和剪辑竟如此的天衣无缝，是怎么做到1.6亿的预算把特效做得如此完美,2018-12-07 18:30:10
孤尽、,焦作,4.5,"海王天下第一


没看之前认为海王就是个傻大个，看的时候只能****，怎么这么牛逼。心有猛虎，细嗅蔷薇。
题材就不说了，王子复仇记之类的，中规中矩，一千个人眼里就有一千个哈姆雷特。
当国王不是我所愿，顺便拯救了个世界。我海王就是从这里跳下去，饿死，死外面，也不会当亚特兰蒂斯王，国王万岁真香。
剧情毫不拖沓十分紧凑，两个半小时一晃而过，看完还在回味之中特效，复联3瓦坎达保卫战在海王面前也就是村口打架吧。
我说这应该是今年最好的超级英雄题材的电影吧，谁赞成，谁反对？",2018-12-07 18:30:02
xEB605852226,泰州,5.0,非常好看，这是我觉得第一次给满分的电影，希望大家都去看一下，时间很长，但是处处精彩,2018-12-07 18:29:49
俞斌,菏泽,5.0,非常畅快的两小时视觉体验，温导不单能拍鬼片，超级英雄大片一样能驾驭，期待DC大翻身！,2018-12-07 18:29:43
Michelle,佛山,5.0,特别精彩，本年度最好看的一部电影,2018-12-07 18:29:36
ly517517517,潮州,5.0,今年看过最好看的电影！满分强推！,2018-12-07 18:29:36
TheDarkKnight1,北京,5.0,壮哉我大DC,2018-12-07 18:29:36
zwh306796314,沈阳,5.0,"DC的跨世之作M
❤️",2018-12-07 18:29:30
Z      Z,荆门,5.0,好看。叼炸天。,2018-12-07 18:29:26
,广州,5.0,特别特别帅，特效一级棒，没得说，开头和结尾呼应，大圆满结局挺不错的。能够感受到很多正能量，既有惊险刺激的也有温情搞笑的，海王不错哟。片尾曲很好听，但是现在还没有资源可以下载，结尾彩但那个海盗还活着，被一个疯狂的科学家救了。,2018-12-07 18:29:26
YDk19893072,广州,4.5,整体故事虽然大家都能猜到，但是选角和画面太过强大，综合一下，剧情2分，角色4分，特效加画面3分。我终于知道为什么会被说很有黑暗骑士feel了，黑暗的环境，飘逸的披风和头发，光与暗的对比，人物的责任和成长，充满肌肉的战士(和胸大的女主）太像黑暗骑士了,2018-12-07 18:29:25
sMl202646922,宜都,5.0,不错不错哦！,2018-12-07 18:29:24
ihR508104820,金坛,5.0,必须满分，这么多电影看过了海王甚比复3，超赞,2018-12-07 18:29:24
奇思妙想002,温州,4.0,很好，很温子仁,2018-12-07 18:29:22
破吉他123,锦州,4.5,好。。。。。,2018-12-07 18:29:21
YANZI,南京,5.0,挺好看的，为华人导演点赞,2018-12-07 18:29:18
时光注定孤独一生,天津,0.5,没赶上，，，没看，，，票买错了，，真不爽，，不能退票，，一百多的票,2018-12-07 18:29:17
around1999,北京,4.0,还行吧，特效不错。,2018-12-07 18:29:10
叶良辰,常熟,5.0,"温子仁太厉害了 超级完整的梦幻史书级大片
有功底 即代表了dc又高于商业而扎根商业
这电影对dc的意义估计要高于钢铁侠对漫威的意义 dc是不是能迷雾中找到方向 就看电影是不是能大爆 获得他该有的地位
艾美博希尔德和妮可基德曼两个世界第一美女真的太美了
要说唯一的缺点么
既然科技那么高 打打金融战贸易封锁 再不然核武器威胁嘛 为什么全海出动打打杀杀呢",2018-12-07 18:29:06
美界造型.河东店.阿宇老师,抚顺,5.0,剧情最好有个前传就更完美了,2018-12-07 18:29:00
慕慕,重庆,5.0,吹爆温子仁！！太稳了！！镜头运用简直出神入化~这特效，华纳真舍得花钱啊，就冲这特效，海王不爆没天理啊！会讲故事的导演还是不一样，剧情简单但是紧凑，要交代的东西很多，都可以很巧妙地穿插在一起，全程无尿点~作为一部超英片，温子仁做得已经非常棒了，再黑的人都是尬黑，不接受反驳！DC的片子不要看评分，就不是流水线作品。海王是路人观众都可以看得很爽的一部影片，强烈安利！！,2018-12-07 18:28:59
回眸一笑、泪倾城💋,长春,5.0,全场震撼，看得过瘾！可以考虑再来一遍,2018-12-07 18:28:58
A👄吉美娅💆美容养生馆,温县,5.0,超级好看、视觉听觉都不错，,2018-12-07 18:28:49
dAO190726454,平湖,5.0,特效好看，海底景色太棒了，女主特别美,2018-12-07 18:28:45
Wqn440375202,长沙,5.0,太帅了！！！,2018-12-07 18:28:43
习惯而已1024,南通,4.5,值得一看，很不错,2018-12-07 18:28:39
羊晋霆,广州,5.0,不愧是鬼才导演温子仁，太好看了。,2018-12-07 18:28:39
秀才是公子,南京,3.0,前半段尿点较多，节奏比较慢，算是温子仁一贯的风格。从意大利开始，逐渐明快起来，海娃终于见到娘之后，又走回到DC的阴暗风，都是被诺兰带跑偏了。最后的大战不错，目前最好的DC片吧，毕竟女主比漫威所有女主都漂亮（嘛蛋也不知道漫威都是什么鬼口味女主一个比一个难看）。不过亚特兰蒂斯的设定，包括那座桥，跟雷神他爹的阿斯加德神神特喵一样啊，谁抄谁？唯一让我想吐槽的是海娃拿到三叉戟之后秒变黄金圣斗士是什么鬼？,2018-12-07 18:28:37
zpx20142014,深圳,5.0,真的非常好看，打斗场面也很过瘾，温子仁牛的一比啊！！！,2018-12-07 18:28:35
wDD13780885575,潍坊,5.0,太好看了，想打200分,2018-12-07 18:28:32
rQK420329427,东莞,5.0,好看刺激，真心好,2018-12-07 18:28:30
bTng丶柠檬,防城港,5.0,好看，全程激情满满，特效棒棒的，感觉快变成Dc迷了！！！,2018-12-07 18:28:19
阿信_Ya,贵阳,5.0,看了我们都是好朋友,2018-12-07 18:28:18
薛定谔的猫LV,沈阳,5.0,"女主是天使叭，真的太好看了叭
海王也太帅了叭………😭😭😭😭",2018-12-07 18:28:16
孤舟寒柳,萧县,5.0,满分，DC翻身之作,2018-12-07 18:28:15
E..23,石家庄,4.0,电影院效果真的是太差了  片子还可以 能给个8分,2018-12-07 18:28:02
YU89055,上海,2.5,音效和特效做的不错，场景蛮好看的，但是，这是个什么鬼剧情？？？？？,2018-12-07 18:27:52
fubao0607,遵义,5.0,特效好，情节不错,2018-12-07 18:27:50
Z.S,汕头,5.0,简直霸气十足,2018-12-07 18:27:36
丶小漾,新郑,5.0,The key to being king is to be able to talk to the fish.,2018-12-07 18:27:36
AhM348600976,兰州,4.5,很好看！特效很好！,2018-12-07 18:27:27
Jessie W,哈尔滨,5.0,效果 剧情特别特别好,2018-12-07 18:27:27
Black Queen🐱🐱🐱,上海,5.0,超级好看，必须刷两遍,2018-12-07 18:27:19
NGZZ,晋中,4.0,女王年轻可真好看，红发女最先觉得一般，后来发现还挺耐看的,2018-12-07 18:27:15
